# LocalTime, JulianDay, AmbientC, PrimaryC, SecondaryC, M3C, BackplateC
2019-09-18 16:14:32.0, 2458745.468427, 24.1, -273.0, -273.0, -273.0, -273.0
2019-09-18 16:14:38.6, 2458745.468503, 24.1, 23.3, -273.0, -273.0, 24.6
2019-09-18 16:14:48.7, 2458745.468619, 24.1, 23.3, 26.1, -273.0, 24.6
2019-09-18 16:14:58.6, 2458745.468734, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:15:08.6, 2458745.468850, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:15:18.6, 2458745.468966, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:15:28.7, 2458745.469082, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:15:38.6, 2458745.469198, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:15:48.6, 2458745.469313, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:15:58.6, 2458745.469429, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:16:08.6, 2458745.469545, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:16:18.6, 2458745.469660, 24.1, 23.3, 26.1, -273.0, 24.6
2019-09-18 16:16:28.6, 2458745.469776, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:16:38.6, 2458745.469892, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:16:48.6, 2458745.470008, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:16:58.6, 2458745.470123, 24.1, 23.3, 26.1, -273.0, 24.7
2019-09-18 16:17:08.6, 2458745.470239, 24.1, 23.3, 26.1, -273.0, 24.6
2019-09-18 16:17:18.6, 2458745.470355, 24.1, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:17:28.6, 2458745.470471, 24.1, 23.3, 26.1, -273.0, 24.6
2019-09-18 16:17:38.6, 2458745.470586, 24.1, 23.3, 26.1, -273.0, 24.6
2019-09-18 16:17:48.6, 2458745.470702, 24.1, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:17:58.6, 2458745.470818, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:18:08.6, 2458745.470933, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:18:18.6, 2458745.471049, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:18:28.6, 2458745.471165, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:18:38.6, 2458745.471281, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:18:48.6, 2458745.471396, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:18:58.6, 2458745.471512, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:19:08.6, 2458745.471628, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:19:18.6, 2458745.471744, 24.0, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:19:28.6, 2458745.471860, 23.9, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:19:38.6, 2458745.471975, 23.9, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:19:48.6, 2458745.472091, 23.9, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:19:58.6, 2458745.472207, 23.8, 23.3, 26.0, -273.0, 24.6
2019-09-18 16:20:08.6, 2458745.472322, 23.8, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:20:18.6, 2458745.472438, 23.8, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:20:28.6, 2458745.472554, 23.8, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:20:38.6, 2458745.472670, 23.8, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:20:48.6, 2458745.472785, 23.8, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:20:58.6, 2458745.472901, 23.8, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:21:08.6, 2458745.473017, 23.8, 23.3, 25.9, -273.0, 24.6
2019-09-18 16:21:18.6, 2458745.473133, 23.8, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:21:28.6, 2458745.473248, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:21:38.6, 2458745.473364, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:21:48.6, 2458745.473480, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:21:58.6, 2458745.473596, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:22:08.6, 2458745.473711, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:22:18.6, 2458745.473827, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:22:28.6, 2458745.473943, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:22:38.6, 2458745.474059, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:22:48.6, 2458745.474174, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:22:58.6, 2458745.474290, 23.6, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:23:08.6, 2458745.474406, 23.6, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:23:18.6, 2458745.474522, 23.7, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:23:28.6, 2458745.474637, 23.6, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:23:38.6, 2458745.474753, 23.6, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:23:48.6, 2458745.474869, 23.6, 23.3, 25.8, -273.0, 24.6
2019-09-18 16:23:58.6, 2458745.474984, 23.7, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:24:08.6, 2458745.475100, 23.7, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:24:18.6, 2458745.475216, 23.7, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:24:28.6, 2458745.475332, 23.7, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:24:38.6, 2458745.475447, 23.7, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:24:48.6, 2458745.475563, 23.8, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:24:58.6, 2458745.475679, 23.7, 23.3, 25.7, -273.0, 24.6
2019-09-18 16:25:08.6, 2458745.475795, 23.7, 23.2, 25.7, -273.0, 24.6
2019-09-18 16:25:18.6, 2458745.475910, 23.7, 23.2, 25.6, -273.0, 24.5
2019-09-18 16:25:28.6, 2458745.476026, 23.7, 23.2, 25.6, -273.0, 24.6
2019-09-18 16:25:38.6, 2458745.476142, 23.7, 23.2, 25.6, -273.0, 24.5
2019-09-18 16:25:48.6, 2458745.476258, 23.6, 23.2, 25.6, -273.0, 24.5
2019-09-18 16:25:58.6, 2458745.476373, 23.6, 23.2, 25.6, -273.0, 24.5
2019-09-18 16:26:08.6, 2458745.476489, 23.6, 23.3, 25.6, -273.0, 24.5
2019-09-18 16:26:18.6, 2458745.476605, 23.6, 23.3, 25.6, -273.0, 24.5
2019-09-18 16:26:28.6, 2458745.476721, 23.6, 23.2, 25.6, -273.0, 24.5
2019-09-18 16:26:38.6, 2458745.476836, 23.6, 23.3, 25.6, -273.0, 24.5
2019-09-18 16:26:48.6, 2458745.476952, 23.5, 23.3, 25.6, -273.0, 24.5
2019-09-18 16:26:58.6, 2458745.477068, 23.5, 23.3, 25.6, -273.0, 24.5
2019-09-18 16:27:08.6, 2458745.477184, 23.5, 23.3, 25.6, -273.0, 24.5
2019-09-18 16:27:18.6, 2458745.477299, 23.5, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:27:28.6, 2458745.477415, 23.4, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:27:38.6, 2458745.477531, 23.4, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:27:48.6, 2458745.477646, 23.4, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:27:58.6, 2458745.477762, 23.4, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:28:08.6, 2458745.477878, 23.4, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:28:18.6, 2458745.477994, 23.4, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:28:28.6, 2458745.478110, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:28:38.6, 2458745.478225, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:28:48.6, 2458745.478341, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:28:58.6, 2458745.478457, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:29:08.6, 2458745.478573, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:29:18.6, 2458745.478688, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:29:28.6, 2458745.478804, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:29:38.6, 2458745.478920, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:29:48.6, 2458745.479035, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:29:58.6, 2458745.479151, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:30:08.6, 2458745.479267, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:30:18.6, 2458745.479383, 23.3, 23.3, 25.5, -273.0, 24.5
2019-09-18 16:30:28.6, 2458745.479498, 23.3, 23.3, 25.4, -273.0, 24.5
2019-09-18 16:30:38.6, 2458745.479614, 23.3, 23.3, 25.4, -273.0, 24.5
2019-09-18 16:30:48.6, 2458745.479730, 23.3, 23.3, 25.4, -273.0, 24.5
2019-09-18 16:30:58.6, 2458745.479846, 23.3, 23.3, 25.4, -273.0, 24.5
2019-09-18 16:31:08.6, 2458745.479961, 23.3, 23.3, 25.4, -273.0, 24.4
2019-09-18 16:31:18.6, 2458745.480077, 23.2, 23.3, 25.4, -273.0, 24.4
2019-09-18 16:31:28.6, 2458745.480193, 23.2, 23.3, 25.4, -273.0, 24.4
2019-09-18 16:31:38.6, 2458745.480309, 23.2, 23.3, 25.4, -273.0, 24.3
2019-09-18 16:31:48.6, 2458745.480424, 23.2, 23.3, 25.4, -273.0, 24.3
2019-09-18 16:31:58.6, 2458745.480540, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:32:08.6, 2458745.480656, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:32:18.6, 2458745.480772, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:32:28.6, 2458745.480887, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:32:38.6, 2458745.481003, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:32:48.6, 2458745.481119, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:32:58.6, 2458745.481235, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:33:08.6, 2458745.481350, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:33:18.6, 2458745.481466, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:33:28.6, 2458745.481582, 23.1, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:33:38.6, 2458745.481697, 23.1, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:33:48.6, 2458745.481813, 23.2, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:33:58.6, 2458745.481929, 23.1, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:34:08.6, 2458745.482045, 23.1, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:34:18.6, 2458745.482160, 23.1, 23.3, 25.3, -273.0, 24.3
2019-09-18 16:34:34.7, 2458745.482346, 23.1, -273.0, 25.3, -273.0, 24.3
2019-09-18 16:34:44.7, 2458745.482462, 23.1, 23.3, 25.3, 22.9, 24.3
2019-09-18 16:34:54.7, 2458745.482578, 23.1, 23.3, 25.3, 22.9, 24.3
2019-09-18 16:35:04.7, 2458745.482694, 23.1, 23.3, 25.3, 22.9, 24.3
2019-09-18 16:35:14.7, 2458745.482809, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:36:16.1, 2458745.483520, 23.1, 23.3, 25.2, 22.8, 24.3
2019-09-18 16:36:26.1, 2458745.483636, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:36:36.1, 2458745.483751, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:36:46.1, 2458745.483867, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:36:56.1, 2458745.483983, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:37:06.1, 2458745.484099, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:37:16.1, 2458745.484214, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:37:26.1, 2458745.484330, 23.1, 23.3, 25.2, 22.9, 24.4
2019-09-18 16:37:36.1, 2458745.484446, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:37:46.1, 2458745.484562, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:37:56.1, 2458745.484677, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:38:06.1, 2458745.484793, 23.1, 23.3, 25.2, 22.9, 24.4
2019-09-18 16:38:16.1, 2458745.484909, 23.1, 23.4, 25.2, 22.9, 24.4
2019-09-18 16:38:26.1, 2458745.485024, 23.1, 23.4, 25.2, 22.9, 24.4
2019-09-18 16:38:36.1, 2458745.485140, 23.1, 23.3, 25.2, 22.9, 24.3
2019-09-18 16:38:46.1, 2458745.485256, 23.1, 23.4, 25.1, 22.9, 24.4
2019-09-18 16:38:56.1, 2458745.485372, 23.1, 23.4, 25.1, 22.9, 24.4
2019-09-18 16:39:06.1, 2458745.485487, 23.1, 23.3, 25.1, 22.9, 24.3
2019-09-18 16:39:16.1, 2458745.485603, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:39:26.1, 2458745.485719, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:39:36.1, 2458745.485835, 23.1, 23.3, 25.1, 22.9, 24.3
2019-09-18 16:39:46.1, 2458745.485950, 23.1, 23.4, 25.1, 22.9, 24.3
2019-09-18 16:39:56.1, 2458745.486066, 23.1, 23.4, 25.1, 22.9, 24.3
2019-09-18 16:40:06.1, 2458745.486182, 23.1, 23.3, 25.1, 22.9, 24.3
2019-09-18 16:40:16.1, 2458745.486298, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:40:26.1, 2458745.486413, 23.1, 23.3, 25.1, 22.9, 24.3
2019-09-18 16:40:36.1, 2458745.486529, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:40:46.1, 2458745.486645, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:40:56.1, 2458745.486761, 23.1, 23.3, 25.1, 22.9, 24.3
2019-09-18 16:41:06.1, 2458745.486876, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:41:16.1, 2458745.486992, 23.1, 23.3, 25.1, 22.9, 24.3
2019-09-18 16:41:26.1, 2458745.487108, 23.1, 23.3, 25.1, 22.9, 24.3
2019-09-18 16:41:36.1, 2458745.487224, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:41:46.1, 2458745.487339, 23.1, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:41:56.1, 2458745.487455, 23.0, 23.3, 25.1, 23.0, 24.3
2019-09-18 16:42:06.1, 2458745.487571, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:42:16.1, 2458745.487687, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:42:26.1, 2458745.487802, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:42:36.1, 2458745.487918, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:42:46.1, 2458745.488034, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:42:56.1, 2458745.488149, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:43:06.1, 2458745.488265, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:43:16.1, 2458745.488381, 23.0, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:43:26.1, 2458745.488497, 23.0, 23.3, 25.0, 23.0, 24.2
2019-09-18 16:43:36.1, 2458745.488612, 22.9, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:43:46.1, 2458745.488728, 22.9, 23.3, 25.0, 23.0, 24.3
2019-09-18 16:43:56.1, 2458745.488844, 22.9, 23.3, 25.0, 23.0, 24.2
2019-09-18 16:44:06.1, 2458745.488960, 22.9, 23.3, 25.0, 23.0, 24.2
2019-09-18 16:44:16.1, 2458745.489075, 22.9, 23.3, 25.0, 23.0, 24.2
2019-09-18 16:44:26.1, 2458745.489191, 22.8, 23.3, 25.0, 23.0, 24.2
2019-09-18 16:44:36.1, 2458745.489307, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:44:46.1, 2458745.489423, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:44:56.1, 2458745.489538, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:45:06.1, 2458745.489654, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:45:16.1, 2458745.489770, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:45:26.1, 2458745.489886, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:45:36.1, 2458745.490001, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:45:46.1, 2458745.490117, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:45:56.1, 2458745.490233, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:46:06.1, 2458745.490349, 22.8, 23.3, 24.9, 23.0, 24.1
2019-09-18 16:46:16.1, 2458745.490464, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:46:26.1, 2458745.490580, 22.8, 23.3, 24.9, 23.0, 24.2
2019-09-18 16:46:36.1, 2458745.490696, 22.8, 23.3, 24.9, 23.0, 24.1
2019-09-18 16:46:46.1, 2458745.490812, 22.8, 23.3, 24.9, 23.0, 24.1
2019-09-18 16:46:56.1, 2458745.490927, 22.8, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:47:06.1, 2458745.491043, 22.7, 23.3, 24.8, 23.0, 24.2
2019-09-18 16:47:16.1, 2458745.491159, 22.7, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:47:26.1, 2458745.491275, 22.7, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:47:36.1, 2458745.491390, 22.7, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:47:46.1, 2458745.491506, 22.7, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:47:56.1, 2458745.491622, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:48:06.1, 2458745.491738, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:48:16.1, 2458745.491853, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:48:26.1, 2458745.491969, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:48:36.1, 2458745.492085, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:48:46.1, 2458745.492200, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:48:56.1, 2458745.492316, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:49:06.1, 2458745.492432, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:49:16.1, 2458745.492548, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:49:26.1, 2458745.492663, 22.6, 23.3, 24.8, 23.0, 24.1
2019-09-18 16:49:36.1, 2458745.492779, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:49:46.1, 2458745.492895, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:49:56.1, 2458745.493011, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:50:06.1, 2458745.493126, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:50:16.1, 2458745.493242, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:50:26.1, 2458745.493358, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:50:36.1, 2458745.493474, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:50:46.1, 2458745.493589, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:50:56.1, 2458745.493705, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:51:06.1, 2458745.493821, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:51:16.1, 2458745.493937, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:51:26.1, 2458745.494052, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:51:36.1, 2458745.494168, 22.6, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:51:46.1, 2458745.494284, 22.7, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:51:56.1, 2458745.494400, 22.7, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:52:06.1, 2458745.494515, 22.8, 23.3, 24.7, 23.0, 24.0
2019-09-18 16:52:16.1, 2458745.494631, 22.8, 23.3, 24.7, 23.0, 24.1
2019-09-18 16:52:26.1, 2458745.494747, 22.8, 23.3, 24.6, 23.0, 24.1
2019-09-18 16:52:36.1, 2458745.494862, 22.8, 23.3, 24.7, 23.0, 24.0
2019-09-18 16:52:46.1, 2458745.494978, 22.8, 23.3, 24.6, 23.0, 24.1
2019-09-18 16:52:56.1, 2458745.495094, 22.8, 23.3, 24.6, 23.0, 24.1
2019-09-18 16:53:06.1, 2458745.495210, 22.8, 23.3, 24.6, 23.0, 24.1
2019-09-18 16:53:16.1, 2458745.495325, 22.8, 23.3, 24.7, 23.0, 24.0
2019-09-18 16:53:26.1, 2458745.495441, 22.9, 23.3, 24.6, 23.0, 24.1
2019-09-18 16:53:36.1, 2458745.495557, 22.9, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:53:46.1, 2458745.495673, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:53:56.1, 2458745.495789, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:54:06.1, 2458745.495904, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:54:16.1, 2458745.496020, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:54:26.1, 2458745.496136, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:54:36.1, 2458745.496251, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:54:46.1, 2458745.496367, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:54:56.1, 2458745.496483, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:55:06.1, 2458745.496599, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:55:16.1, 2458745.496714, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:55:26.1, 2458745.496830, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:55:36.1, 2458745.496946, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:55:46.1, 2458745.497062, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:55:56.1, 2458745.497177, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:56:06.1, 2458745.497293, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:56:16.1, 2458745.497409, 22.8, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:56:26.1, 2458745.497525, 22.9, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:56:36.1, 2458745.497640, 23.0, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:56:46.1, 2458745.497756, 23.0, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:56:56.1, 2458745.497872, 23.0, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:57:06.1, 2458745.497987, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:57:16.1, 2458745.498103, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:57:26.1, 2458745.498219, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:57:36.1, 2458745.498335, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:57:46.1, 2458745.498450, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:57:56.1, 2458745.498566, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:58:06.1, 2458745.498682, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:58:16.9, 2458745.498808, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:58:26.1, 2458745.498913, 23.1, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:58:36.1, 2458745.499029, 23.0, 23.3, 24.6, 23.0, 24.0
2019-09-18 16:58:46.1, 2458745.499145, 23.0, 23.3, 24.5, 23.0, 24.0
2019-09-18 16:58:56.1, 2458745.499261, 23.0, 23.3, 24.5, 23.0, 24.0
2019-09-18 16:59:06.1, 2458745.499376, 23.0, 23.3, 24.5, 23.0, 24.0
2019-09-18 16:59:16.1, 2458745.499492, 23.0, 23.3, 24.5, 23.0, 24.0
2019-09-18 16:59:26.1, 2458745.499608, 23.0, 23.3, 24.5, 23.0, 24.0
2019-09-18 16:59:36.1, 2458745.499724, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 16:59:46.1, 2458745.499839, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 16:59:56.1, 2458745.499955, 23.0, 23.3, 24.5, 23.0, 24.0
2019-09-18 17:00:06.1, 2458745.500071, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:00:16.1, 2458745.500187, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:00:26.1, 2458745.500302, 22.9, 23.3, 24.5, 23.0, 24.0
2019-09-18 17:00:36.1, 2458745.500418, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:00:46.1, 2458745.500534, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:00:56.1, 2458745.500650, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:01:06.1, 2458745.500765, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:01:16.1, 2458745.500881, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:01:26.1, 2458745.500997, 23.0, 23.3, 24.5, 23.0, 24.0
2019-09-18 17:01:36.1, 2458745.501113, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:01:46.1, 2458745.501228, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:01:56.1, 2458745.501344, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:02:06.1, 2458745.501460, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:02:16.1, 2458745.501575, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:02:26.1, 2458745.501691, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:02:36.1, 2458745.501807, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:02:46.1, 2458745.501923, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:02:56.1, 2458745.502039, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:03:06.1, 2458745.502154, 23.0, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:03:16.1, 2458745.502270, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:03:26.1, 2458745.502386, 22.9, 23.3, 24.5, 23.0, 23.9
2019-09-18 17:03:36.1, 2458745.502501, 23.0, 23.3, 24.5, 23.0, 23.9
